ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,225.827,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,1586.321,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,15.223,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,357.282,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,15.223,,,,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,357.282,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,181.712,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,4828.068,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,181.712,,,,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,4828.068,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,86.536,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,2805.383,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,86.536,,,,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,2805.383,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,32.981,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,651.705,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,32.981,,,,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,651.705,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,113.747,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,2443.478,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,113.747,,,,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,2443.478,,,,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,937.23,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,25150.13,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,937.23,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,25150.13,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,843.048,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,37172.316,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,843.048,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,37172.316,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,530.825,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,4527.514,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,530.825,,,,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,4527.514,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,187.136,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,3928.377,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,187.136,,,,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,3928.377,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,115.942,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,2043.737,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,115.942,,,,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,2043.737,,,,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,972.403,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,22757.586,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,972.403,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,22757.586,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,118.067,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,1030.934,,,,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,118.067,,,,Repository: Eurostat special tabulation
